tmdb_id,true_score,gnn_pred
575072.0,0.7400000095367432,0.690281331539154
460458.0,0.6499999761581421,0.3765793740749359
109445.0,0.6200000047683716,0.4355691969394684
69106.0,0.49000000953674316,0.32811492681503296
521034.0,0.800000011920929,0.5724254846572876
593910.0,0.800000011920929,0.7069103121757507
290542.0,0.699999988079071,0.4845598042011261
468261.0,0.5,0.4375258982181549
539537.0,0.8299999833106995,0.3838913142681122
502913.0,0.8799999952316284,0.565818190574646
40794.0,0.27000001072883606,0.4586823880672455
256917.0,0.6000000238418579,0.5640113949775696
171688.0,0.800000011920929,0.6388683915138245
40805.0,0.4300000071525574,0.5001266002655029
816480.0,0.5799999833106995,0.6103551983833313
72331.0,0.5,0.4486580193042755
625169.0,0.9800000190734863,0.6078565716743469
567714.0,0.25999999046325684,0.416657954454422
575900.0,0.3100000023841858,0.4293675720691681
60961.0,0.41999998688697815,0.38868069648742676
451915.0,0.5600000023841858,0.5890434384346008
180296.0,0.4000000059604645,0.4993956387042999
225728.0,0.7300000190734863,0.6353418827056885
791373.0,0.9200000166893005,0.6539227366447449
880100.0,0.4300000071525574,0.3425361216068268
501008.0,0.7099999785423279,0.5100848078727722
578701.0,0.8600000143051147,0.5104125142097473
231576.0,0.5899999737739563,0.43745771050453186
793002.0,0.36000001430511475,0.47018375992774963
744276.0,0.9200000166893005,0.3678712248802185
63492.0,0.4399999976158142,0.45699575543403625
864116.0,0.8500000238418579,0.44087424874305725
569485.0,0.8199999928474426,0.6028489470481873
431580.0,0.949999988079071,0.5872694253921509
648579.0,0.8700000047683716,0.5812174677848816
76341.0,0.8600000143051147,0.5607444643974304
371235.0,0.3700000047683716,0.5823069214820862
465003.0,0.7699999809265137,0.41427934169769287
806067.0,0.8199999928474426,0.5149435997009277
659098.0,0.75,0.655082643032074
91926.0,0.6800000071525574,0.5716813206672668
1221317.0,0.7300000190734863,0.508699893951416
739993.0,0.8399999737739563,0.5371580719947815
27205.0,0.9100000262260437,0.547318696975708
43539.0,0.6600000262260437,0.49814239144325256
44896.0,0.699999988079071,0.6484495997428894
514995.0,0.800000011920929,0.4277770519256592
127913.0,0.38999998569488525,0.49646297097206116
946215.0,0.30000001192092896,0.3525642156600952
421452.0,0.1899999976158142,0.4643210470676422
776660.0,0.5,0.4688875377178192
390337.0,0.5400000214576721,0.49723103642463684
601666.0,0.36000001430511475,0.5602158308029175
56272.0,0.20000000298023224,0.3499700129032135
440472.0,0.8199999928474426,0.49820831418037415
440021.0,0.6700000166893005,0.5252320170402527
409583.0,0.5099999904632568,0.26758456230163574
675531.0,0.2800000011920929,0.4119906723499298
365942.0,0.550000011920929,0.47284308075904846
740035.0,0.6399999856948853,0.5565781593322754
1423756.0,0.07999999821186066,0.3519006669521332
409502.0,0.8199999928474426,0.4754987061023712
508396.0,0.38999998569488525,0.3746006190776825
680028.0,0.23000000417232513,0.5049992203712463
1107550.0,0.75,0.4736357033252716
295592.0,0.7599999904632568,0.6272776126861572
888022.0,0.3199999928474426,0.3460504710674286
127380.0,0.8399999737739563,0.5760543942451477
468225.0,0.7200000286102295,0.4401489198207855
47261.0,0.7300000190734863,0.6246488690376282
44147.0,0.5600000023841858,0.4664737284183502
899946.0,0.5400000214576721,0.41614776849746704
256381.0,0.4300000071525574,0.4932451546192169
493529.0,0.9200000166893005,0.6452637314796448
276137.0,0.4000000059604645,0.5666334629058838
253272.0,0.6200000047683716,0.42792123556137085
433973.0,0.25999999046325684,0.385296493768692
530723.0,0.8600000143051147,0.6146174669265747
139900.0,0.7900000214576721,0.685130774974823
322487.0,0.3400000035762787,0.3803439736366272
682507.0,0.9599999785423279,0.5056284070014954
192149.0,0.47999998927116394,0.6306346654891968
438695.0,0.9800000190734863,0.612372875213623
333339.0,0.7699999809265137,0.5338545441627502
249164.0,0.6100000143051147,0.43482914566993713
341629.0,0.7200000286102295,0.5808658003807068
160564.0,0.49000000953674316,0.3476782739162445
353070.0,0.75,0.6287811994552612
526103.0,0.800000011920929,0.36977502703666687
760741.0,0.75,0.6982608437538147
498914.0,0.6299999952316284,0.5769220590591431
870404.0,0.20999999344348907,0.3845943212509155
294795.0,0.38999998569488525,0.48148927092552185
585216.0,0.75,0.5195460915565491
1262124.0,0.2199999988079071,0.4008638262748718
315162.0,0.9399999976158142,0.660900890827179
346685.0,0.41999998688697815,0.5688892006874084
937895.0,0.3799999952316284,0.2057691216468811
41733.0,0.5199999809265137,0.4720917046070099
686548.0,0.8899999856948853,0.5601816773414612
662546.0,0.5699999928474426,0.6050207018852234
724665.0,0.7400000095367432,0.55802983045578
44754.0,0.49000000953674316,0.5647962689399719
580489.0,0.8299999833106995,0.4748840034008026
472024.0,0.8399999737739563,0.3404005169868469
854698.0,0.5,0.6074978709220886
1161699.0,0.7400000095367432,0.6420554518699646
419704.0,0.4000000059604645,0.6330575346946716
83103.0,0.8600000143051147,0.6009078621864319
82992.0,0.8399999737739563,0.5821316838264465
787752.0,0.9100000262260437,0.6546897888183594
627725.0,0.33000001311302185,0.5032820105552673
732220.0,0.8999999761581421,0.5424607992172241
426473.0,0.46000000834465027,0.3345133066177368
541134.0,0.7599999904632568,0.5938438773155212
324552.0,0.8500000238418579,0.8361432552337646
555285.0,0.9399999976158142,0.7115939259529114
